paper_id,source_record_id,library,expected_record,current_filename,current_relpath,file_exists,file_size_bytes,page_count,pdf_readable,pdf_status,pdf_match_status,identity_basis,verification_flags,notes
B027,B-E-07,B,yes,B-E-07_2025_Duronio_TurbulentMixing_Underexpanded_HydrogenJets.pdf,02_PDF_Raw/B/B-E-07_2025_Duronio_TurbulentMixing_Underexpanded_HydrogenJets.pdf,yes,10665462,17,yes,downloaded,matched,source_record_id_filename;embedded_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
B028,B-E-08,B,yes,B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,02_PDF_Raw/B/B-E-08_2025_Xie_HydrogenJet_DualScale_Shock_SprayEvolution.pdf,yes,16249561,22,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
B029,B-E-09,B,yes,B-E-09_2026_Sang_InjectorPressureBuildUp_Underexpanded_HydrogenJet.pdf,02_PDF_Raw/B/B-E-09_2026_Sang_InjectorPressureBuildUp_Underexpanded_HydrogenJet.pdf,yes,8639950,13,yes,downloaded,matched,source_record_id_filename;embedded_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf,,
B030,B-E-10,B,yes,B-E-10_2026_Zhang_ExtremelyUnderexpanded_HydrogenJet_HPDI.pdf,02_PDF_Raw/B/B-E-10_2026_Zhang_ExtremelyUnderexpanded_HydrogenJet_HPDI.pdf,yes,14710210,15,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C001,C-F-01,C,yes,C-F-01_2007_Theofanous_Aerobreakup_Disturbed_SubsonicSupersonic_Flow.pdf,02_PDF_Raw/C/C-F-01_2007_Theofanous_Aerobreakup_Disturbed_SubsonicSupersonic_Flow.pdf,yes,2026812,40,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C002,C-F-02,C,yes,C-F-02_2008_Theofanous_Physics_Aerobreakup.pdf,02_PDF_Raw/C/C-F-02_2008_Theofanous_Physics_Aerobreakup.pdf,yes,1717533,14,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C003,C-F-03,C,yes,C-F-03_2009_Guildenbecher_Secondary_Atomization_Review.pdf,02_PDF_Raw/C/C-F-03_2009_Guildenbecher_Secondary_Atomization_Review.pdf,yes,999837,32,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C004,C-F-04,C,yes,,,no,,,,missing,not_checked,,pdf_missing,User-supplied DOI/title retained as unverified metadata.
C005,C-F-05,C,yes,C-F-05_2015_Jain_SecondaryBreakup_Moderate_WeberNumbers.pdf,02_PDF_Raw/C/C-F-05_2015_Jain_SecondaryBreakup_Moderate_WeberNumbers.pdf,yes,2677487,25,yes,downloaded,matched,source_record_id_filename;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf,title_not_verified,
C006,C-F-06,C,yes,C-F-06_2021_Jackiw_Aerodynamic_DropletBreakup.pdf,02_PDF_Raw/C/C-F-06_2021_Jackiw_Aerodynamic_DropletBreakup.pdf,yes,6022048,46,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C007,C-F-07,C,yes,C-F-07_2026_Rao_SecondaryAtomization_ExtremeConditions_Review.pdf,02_PDF_Raw/C/C-F-07_2026_Rao_SecondaryAtomization_ExtremeConditions_Review.pdf,yes,5146922,28,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C008,C-SD-01,C,yes,C-SD-01_2015_Meng_EarlyStages_HighSpeed_DropletBreakup.pdf,02_PDF_Raw/C/C-SD-01_2015_Meng_EarlyStages_HighSpeed_DropletBreakup.pdf,yes,4382396,16,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C009,C-SD-02,C,yes,C-SD-02_2017_Xiao_Droplet_DeformationBreakup_SupersonicFlow.pdf,02_PDF_Raw/C/C-SD-02_2017_Xiao_Droplet_DeformationBreakup_SupersonicFlow.pdf,yes,2255094,8,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C010,C-SD-03,C,yes,C-SD-03_2018_Meng_Numerical_Aerobreakup_WaterDroplet.pdf,02_PDF_Raw/C/C-SD-03_2018_Meng_Numerical_Aerobreakup_WaterDroplet.pdf,yes,1811186,28,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C011,C-SD-04,C,yes,C-SD-04_2018_Guan_Droplet_InternalFlow_ShockImpact.pdf,02_PDF_Raw/C/C-SD-04_2018_Guan_Droplet_InternalFlow_ShockImpact.pdf,yes,2129736,6,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C012,C-SD-05,C,yes,C-SD-05_2019_BiasioriPoulanges_HighMagnification_Shadowgraphy_DropBreakup.pdf,02_PDF_Raw/C/C-SD-05_2019_BiasioriPoulanges_HighMagnification_Shadowgraphy_DropBreakup.pdf,yes,1068382,4,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C013,C-SD-06,C,yes,C-SD-06_2020_Dorschner_LigamentFormation_Shedding_DropletAerobreakup.pdf,02_PDF_Raw/C/C-SD-06_2020_Dorschner_LigamentFormation_Shedding_DropletAerobreakup.pdf,yes,3446707,28,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C014,C-SD-07,C,yes,C-SD-07_2020_Wang_MachNumber_DropletAerobreakup_ShearStripping.pdf,02_PDF_Raw/C/C-SD-07_2020_Wang_MachNumber_DropletAerobreakup_ShearStripping.pdf,yes,7203617,17,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C015,C-SD-08,C,yes,C-SD-08_2020_Poplavski_ShockWave_WaterDroplet_ExperimentSimulation.pdf,02_PDF_Raw/C/C-SD-08_2020_Poplavski_ShockWave_WaterDroplet_ExperimentSimulation.pdf,yes,6742798,15,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C016,C-SD-09,C,yes,C-SD-09_2021_Sharma_ShockInduced_DropletAerobreakup.pdf,02_PDF_Raw/C/C-SD-09_2021_Sharma_ShockInduced_DropletAerobreakup.pdf,yes,3673666,32,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C017,C-SD-10,C,yes,C-SD-10_2021_BiasioriPoulanges_ShockInduced_Cavitation_WaterDroplet.pdf,02_PDF_Raw/C/C-SD-10_2021_BiasioriPoulanges_ShockInduced_Cavitation_WaterDroplet.pdf,yes,2999797,10,yes,downloaded,matched,source_record_id_filename;embedded_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C018,C-SD-11,C,yes,C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,02_PDF_Raw/C/C-SD-11_2024_Xiong_ShockDroplet_HighFidelitySimulation_TheoreticalModel.pdf,yes,3209515,38,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C019,C-SD-12,C,yes,C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,02_PDF_Raw/C/C-SD-12_2025_Chen_Droplet_DivergentShockWave_Dynamics.pdf.pdf,yes,5361671,29,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;title_descriptor_consistent,,
C020,C-SD-13,C,yes,C-SD-13_2026_Young_DropletBreakup_Multimodal_NonlinearRT.pdf,02_PDF_Raw/C/C-SD-13_2026_Young_DropletBreakup_Multimodal_NonlinearRT.pdf,yes,2013131,6,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C021,C-ST-01,C,yes,C-ST-01_2021_Nykteri_ShearInduced_DropletAerobreakup_TwoFluid.pdf,02_PDF_Raw/C/C-ST-01_2021_Nykteri_ShearInduced_DropletAerobreakup_TwoFluid.pdf,yes,11032518,27,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C022,C-ST-02,C,yes,C-ST-02_2022_Li_SecondaryDroplet_SizeDistribution_HighSpeedCrossFlow.pdf,02_PDF_Raw/C/C-ST-02_2022_Li_SecondaryDroplet_SizeDistribution_HighSpeedCrossFlow.pdf,yes,8351367,12,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C023,C-ST-03,C,yes,C-ST-03_2022_Zhu_NDecane_DropletBreakup_ShockWave.pdf,02_PDF_Raw/C/C-ST-03_2022_Zhu_NDecane_DropletBreakup_ShockWave.pdf,yes,4458599,17,yes,downloaded,matched,source_record_id_filename;embedded_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C024,C-ST-04,C,yes,C-ST-04_2023_DukeWalker_SmallDroplet_BreakupEvaporation_HighWeber.pdf,02_PDF_Raw/C/C-ST-04_2023_DukeWalker_SmallDroplet_BreakupEvaporation_HighWeber.pdf,yes,4947451,16,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C025,C-ST-05,C,yes,C-ST-05_2025_Ullman_ShockInduced_DropletBreakup_TimescalesStatistics.pdf,02_PDF_Raw/C/C-ST-05_2025_Ullman_ShockInduced_DropletBreakup_TimescalesStatistics.pdf,yes,7111462,10,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;title_descriptor_consistent,,
C026,C-ST-06,C,yes,C-ST-06_2025_DukeWalker_SmallDroplet_DeformationAcceleration_HighSpeed.pdf,02_PDF_Raw/C/C-ST-06_2025_DukeWalker_SmallDroplet_DeformationAcceleration_HighSpeed.pdf,yes,9614796,21,yes,downloaded,matched,source_record_id_filename;embedded_title;year_front_matter;doi_pdf;title_descriptor_consistent,author_not_verified,
C027,C-PC-01,C,yes,C-PC-01_2012_Kim_DropletBreakup_Vaporization_LocallySupersonic.pdf,02_PDF_Raw/C/C-PC-01_2012_Kim_DropletBreakup_Vaporization_LocallySupersonic.pdf,yes,4396915,25,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C028,C-PC-02,C,yes,C-PC-02_2020_Das_SharpInterface_ShockInduced_DropletVaporization.pdf,02_PDF_Raw/C/C-PC-02_2020_Das_SharpInterface_ShockInduced_DropletVaporization.pdf,yes,6179853,38,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C029,C-PC-03,C,yes,C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,yes,12788627,44,yes,downloaded,matched,source_record_id_filename;embedded_title;embedded_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C030,C-PC-04,C,yes,C-PC-04_2024_Boyd_Vaporization_DropAerobreakup.pdf,02_PDF_Raw/C/C-PC-04_2024_Boyd_Vaporization_DropAerobreakup.pdf,yes,1271973,14,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C031,C-PC-05,C,yes,C-PC-05_2025_Song_3D_PhaseChange_ShockDroplet_Interaction.pdf,02_PDF_Raw/C/C-PC-05_2025_Song_3D_PhaseChange_ShockDroplet_Interaction.pdf,yes,6440019,21,yes,downloaded,matched,source_record_id_filename;embedded_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C032,C-PC-06,C,yes,C-PC-06_2016_Strotos_NDecane_DropletBreakup_HighTemperatureGas.pdf,02_PDF_Raw/C/C-PC-06_2016_Strotos_NDecane_DropletBreakup_HighTemperatureGas.pdf,yes,2103758,11,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
C033,C-MD-01,C,yes,C-MD-01_2011_Chauvin_PlanarShock_TwoPhase_GasLiquid_Medium.pdf,02_PDF_Raw/C/C-MD-01_2011_Chauvin_PlanarShock_TwoPhase_GasLiquid_Medium.pdf,yes,4642442,14,yes,downloaded,matched,source_record_id_filename;front_matter_title;front_matter_authors;first_author_front_matter;year_front_matter;doi_pdf;title_descriptor_consistent,,
